unique_id,ds,y_hat,y_hat_lower,y_hat_upper
0302000Z0BBAAAA,2024-11-01,3431.324132889436,3309.758056837176,3552.890208941696
0302000Z0BBAAAA,2024-12-01,3442.4681198735225,3296.9129376292726,3588.0233021177723
0302000Z0BBAAAA,2025-01-01,3537.7432783091,3388.674440145558,3686.8121164726417
0302000Z0BBAAAA,2025-02-01,3344.7037557648678,3190.09788950451,3499.3096220252255
0302000Z0BBAAAA,2025-03-01,3610.1467179928013,3443.2865939287585,3777.006842056844
0304030C0BEABA3,2024-09-01,1144.7410416037824,967.5449317132993,1321.9371514942654
0304030C0BEABA3,2024-10-01,1053.3633897279583,852.3792223191297,1254.347557136787
0304030C0BEABA3,2024-11-01,905.302243333021,700.312656529578,1110.2918301364641
0304030C0BEABA3,2024-12-01,808.6540490747282,576.5866601247499,1040.7214380247065
0304030C0BEABA3,2025-01-01,1009.6055381669902,754.67347345576,1264.5376028782202
0304030C0BEABA3,2025-02-01,1051.6777082632725,786.9927867987516,1316.3626297277933
0304030C0BEABA3,2025-03-01,1242.943426530593,963.7426560861421,1522.1441969750435
0401010ADAACZCZ,2024-09-01,51173.52972547087,44216.6072870171,58130.452163924645
0401010ADAACZCZ,2024-10-01,50945.80371482927,43963.06306849639,57928.54436116215
0401010ADAACZCZ,2024-11-01,51134.731698679556,43455.518305310696,58813.945092048416
0401010ADAACZCZ,2024-12-01,51048.11402124201,43349.467405311436,58746.76063717258
0401010ADAACZCZ,2025-01-01,51126.02135408215,43284.28103117861,58967.76167698569
0401010ADAACZCZ,2025-02-01,51093.59696124824,43242.865231793665,58944.32869070281
0401010ADAACZCZ,2025-03-01,51126.00726395405,43243.57040327946,59008.444124628644
0403010B0AAAGAG,2024-09-01,1494243.580938855,1452550.0805905561,1535937.0812871538
0403010B0AAAGAG,2024-10-01,1533211.95346592,1484914.92155962,1581508.98537222
0403010B0AAAGAG,2024-11-01,1552323.650888376,1503497.81135168,1601149.490425072
0403010B0AAAGAG,2024-12-01,1563970.0979829,1511489.715698104,1616450.480267696
0403010B0AAAGAG,2025-01-01,1583320.2976930386,1530430.851558766,1636209.743827311
0403010B0AAAGAG,2025-02-01,1469687.1021442458,1416511.822733921,1522862.3815545705
0403010B0AAAGAG,2025-03-01,1604907.5754431458,1551093.8902116,1658721.2606746915
0403030D0AAAAAA,2024-09-01,588524.077096301,565054.874923832,611993.27926877
0403030D0AAAAAA,2024-10-01,601556.8742137691,577969.9590798719,625143.7893476663
0403030D0AAAAAA,2024-11-01,616502.9224207897,592453.3392729608,640552.5055686187
0403030D0AAAAAA,2024-12-01,614874.992932327,587931.4587594093,641818.5271052447
0403030D0AAAAAA,2025-01-01,616645.132872123,587089.6660703613,646200.5996738848
0403030D0AAAAAA,2025-02-01,571626.20857684,539671.5969845691,603580.8201691109
0403030D0AAAAAA,2025-03-01,628672.2324490859,594486.4344306727,662858.0304674992
0403030Q0AAAAAA,2024-09-01,780324.8322731697,757791.9897086611,802857.6748376782
0403030Q0AAAAAA,2024-10-01,796481.9442086307,772384.9141999877,820578.9742172738
0403030Q0AAAAAA,2024-11-01,811219.409647361,786934.8245031841,835503.994791538
0403030Q0AAAAAA,2024-12-01,802614.8328467425,775985.1054793382,829244.5602141467
0403030Q0AAAAAA,2025-01-01,822071.3971317689,795441.0993531353,848701.6949104024
0403030Q0AAAAAA,2025-02-01,766921.4226637979,740251.8661217182,793590.9792058775
0403030Q0AAAAAA,2025-03-01,833523.4493187768,806310.7902487147,860736.1083888389
0403030Q0AAABAB,2024-09-01,681509.5346288402,661919.5920309953,701099.477226685
0403030Q0AAABAB,2024-10-01,689773.6305817832,668940.3583560991,710606.9028074674
0403030Q0AAABAB,2024-11-01,702860.6799325412,681924.7564503158,723796.6034147666
0403030Q0AAABAB,2024-12-01,705002.1434799283,681539.9638159272,728464.3231439294
0403030Q0AAABAB,2025-01-01,716816.6954254054,693353.0589533623,740280.3318974485
0403030Q0AAABAB,2025-02-01,666821.8169372636,643337.0181948891,690306.6156796381
0403030Q0AAABAB,2025-03-01,722773.6308643636,698563.4238832793,746983.8378454479
0407010F0AAAHAH,2024-09-01,1255840.2161960115,1212541.6278472915,1299138.8045447315
0407010F0AAAHAH,2024-10-01,1260554.901798389,1213967.6005156718,1307142.203081106
0407010F0AAAHAH,2024-11-01,1283017.442656802,1235712.3043772292,1330322.5809363748
0407010F0AAAHAH,2024-12-01,1281780.3737721478,1233120.4387231225,1330440.3088211732
0407010F0AAAHAH,2025-01-01,1288227.3957153661,1239571.1916079032,1336883.599822829
0407010F0AAAHAH,2025-02-01,1193561.85389148,1144817.3042565037,1242306.4035264563
0407010F0AAAHAH,2025-03-01,1302579.7005098448,1253765.6141193267,1351393.786900363
0407010H0AAAMAM,2024-09-01,5541701.6074353205,5391628.056288394,5691775.158582247
0407010H0AAAMAM,2024-10-01,5573017.546196596,5392734.54758111,5753300.544812081
0407010H0AAAMAM,2024-11-01,5726875.496465837,5541732.912925983,5912018.08000569
0407010H0AAAMAM,2024-12-01,5788211.430544969,5598333.593792408,5978089.26729753
0407010H0AAAMAM,2025-01-01,5715265.760710222,5520767.921288153,5909763.60013229
0407010H0AAAMAM,2025-02-01,5305178.215622989,5106167.597338756,5504188.833907223
0407010H0AAAMAM,2025-03-01,5746151.916775358,5542728.607295117,5949575.2262555985
0407010H0AABGBG,2024-09-01,2122357.703012805,1970699.1313732308,2274016.274652379
0407010H0AABGBG,2024-10-01,2137329.172671417,1978081.8723880327,2296576.472954801
0407010H0AABGBG,2024-11-01,2162029.1389584853,2000822.3400724423,2323235.9378445284
0407010H0AABGBG,2024-12-01,2180123.992618292,2017062.1213381025,2343185.8638984817
0407010H0AABGBG,2025-01-01,2202703.353441436,2039441.0660858,2365965.6407970716
0407010H0AABGBG,2025-02-01,2222237.9812474595,2058443.6468989658,2386032.3155959533
0407010H0AABGBG,2025-03-01,2243839.814837283,2080098.7918708352,2407580.8378037307
0501130R0AAAGAG,2024-09-01,74401.31886311887,70028.89148680995,78773.74623942778
0501130R0AAAGAG,2024-10-01,75279.47246094962,70625.43872450411,79933.50619739512
0501130R0AAAGAG,2024-11-01,75229.70571024258,70310.15909710329,80149.25232338186
0501130R0AAAGAG,2024-12-01,71681.29290151833,66509.84748096834,76852.73832206833
0501130R0AAAGAG,2025-01-01,71252.67756492576,65841.04596284818,76664.30916700335
0501130R0AAAGAG,2025-02-01,63194.77967225932,57553.17835211253,68836.3809924061
0501130R0AAAGAG,2025-03-01,67721.84966955807,61859.29269206444,73584.4066470517
0601011A0BBABAB,2024-09-01,11508.606009301651,10748.605986694944,12268.606031908359
0601011A0BBABAB,2024-10-01,11466.83077249715,10578.555172362552,12355.106372631746
0601011A0BBABAB,2024-11-01,11296.897551286855,10396.110043123275,12197.685059450434
0601011A0BBABAB,2024-12-01,12355.60673588359,11453.685538945061,13257.527932822119
0601011A0BBABAB,2025-01-01,11453.774571074744,10551.797234179845,12355.751907969643
0601011A0BBABAB,2025-02-01,10705.076393528516,9803.09738985409,11607.055397202941
0601011A0BBABAB,2025-03-01,11967.510019558418,11065.512798749673,12869.507240367164
0601011A0BBADAC,2024-09-01,8654.636125697849,8133.590663304573,9175.681588091124
0601011A0BBADAC,2024-10-01,8728.659373446973,8205.238256163862,9252.080490730084
0601011A0BBADAC,2024-11-01,8814.919649412464,8291.468168887186,9338.371129937743
0601011A0BBADAC,2024-12-01,9495.73395146264,8821.644547270651,10169.82335565463
0601011A0BBADAC,2025-01-01,9263.6562621875,8589.56685799551,9937.74566637949
0601011A0BBADAC,2025-02-01,8116.806041613249,7442.71663742126,8790.895445805238
0601011A0BBADAC,2025-03-01,9265.02544771077,8590.936043518781,9939.11485190276
0601012S0BGAFAI,2024-09-01,17173.453420929833,16061.810837139405,18285.09600472026
0601012S0BGAFAI,2024-10-01,17527.253448929514,16332.448205592176,18722.05869226685
0601012S0BGAFAI,2024-11-01,17659.372009111663,16409.5993334843,18909.144684739025
0601012S0BGAFAI,2024-12-01,17827.737466501007,16395.027231451477,19260.447701550536
0601012S0BGAFAI,2025-01-01,18069.78921266272,16542.556839298828,19597.02158602661
0601012S0BGAFAI,2025-02-01,18251.54529356103,16647.98993626168,19855.10065086038
0601012S0BGAFAI,2025-03-01,18438.04723705537,16730.370688737697,20145.72378537304
0601012V0BBAEAD,2024-09-01,6469.191921381647,6207.770046955965,6730.61379580733
0601012V0BBAEAD,2024-10-01,6331.711075558365,6054.710849092265,6608.711302024466
0601012V0BBAEAD,2024-11-01,6510.168781942973,6231.911909243079,6788.425654642866
0601012V0BBAEAD,2024-12-01,6845.08843226058,6551.98732166134,7138.18954285982
0601012V0BBAEAD,2025-01-01,6502.191806107608,6201.38574639557,6802.997865819645
0601012V0BBAEAD,2025-02-01,5940.070491524763,5637.594386069795,6242.5465969797315
0601012V0BBAEAD,2025-03-01,6676.456190495948,6372.919615473218,6979.992765518678
0601022B0AAABAB,2024-09-01,2034804.4619795699,1987392.708027125,2082216.2159320146
0601022B0AAABAB,2024-10-01,2056784.2814509023,1993823.7875195355,2119744.775382269
0601022B0AAABAB,2024-11-01,2090422.5626391314,2026717.0339204224,2154128.0913578407
0601022B0AAABAB,2024-12-01,2117223.9252060037,2045765.9586072424,2188681.891804765
0601022B0AAABAB,2025-01-01,2082097.7892876067,2010639.8226888455,2153555.755886368
0601022B0AAABAB,2025-02-01,1949114.3668907606,1877656.4002919993,2020572.3334895219
0601022B0AAABAB,2025-03-01,2136030.646112989,2064572.679514228,2207488.6127117504
0601023AEAAAAAA,2024-09-01,108057.95052025153,102736.36322536094,113379.53781514212
0601023AEAAAAAA,2024-10-01,107906.44677534961,101990.96216407759,113821.93138662164
0601023AEAAAAAA,2024-11-01,108416.16736064246,102010.18904052919,114822.14568075573
0601023AEAAAAAA,2024-12-01,108925.8879459353,102064.38969195852,115787.38619991209
0601023AEAAAAAA,2025-01-01,109435.60853122815,102147.00384028137,116724.21322217493
0601023AEAAAAAA,2025-02-01,109945.329116521,102253.29697979297,117637.36125324902
0601023AEAAAAAA,2025-03-01,110455.04970181384,102379.71946435471,118530.37993927297
0601023AGAAABAB,2024-09-01,416273.3331636125,398624.76097888296,433921.9053483421
0601023AGAAABAB,2024-10-01,421959.79504891136,402567.5095364327,441352.08056139003
0601023AGAAABAB,2024-11-01,434101.635643165,410602.7962356108,457600.47505071916
0601023AGAAABAB,2024-12-01,442727.71087579936,417022.01281928894,468433.4089323098
0601023AGAAABAB,2025-01-01,453268.56239581335,424911.1573785509,481625.9674130758
0601023AGAAABAB,2025-02-01,462766.5774766451,432304.0395720813,493229.11538120895
0601023AGAAABAB,2025-03-01,472832.54811764025,440240.33589261206,505424.76034266845
0601023AKAAACAC,2024-09-01,74018.70660280433,71305.20240466921,76732.21080093946
0601023AKAAACAC,2024-10-01,72784.32771983325,70068.01334388534,75500.64209578116
0601023AKAAACAC,2024-11-01,76196.75449453012,73448.35920366518,78945.14978539506
0601023AKAAACAC,2024-12-01,74062.50946068272,71052.85113058917,77072.16779077626
0601023AKAAACAC,2025-01-01,73122.82153338932,69872.83540219515,76372.80766458348
0601023AKAAACAC,2025-02-01,69324.20183843459,65850.47524556529,72797.92843130388
0601023AKAAACAC,2025-03-01,75521.90289566311,71837.99966253384,79205.80612879238
0601023ANAAAAAA,2024-09-01,87004.88766984265,84098.9668506556,89910.80848902969
0601023ANAAAAAA,2024-10-01,90363.77137209366,87128.74515167513,93598.79759251219
0601023ANAAAAAA,2024-11-01,89635.40577230783,86396.56768404487,92874.24386057079
0601023ANAAAAAA,2024-12-01,92836.78614713288,88855.91152615436,96817.6607681114
0601023ANAAAAAA,2025-01-01,91973.69410779714,87368.84304246193,96578.54517313236
0601023ANAAAAAA,2025-02-01,88187.90706510076,83034.07898105617,93341.73514914536
0601023ANAAAAAA,2025-03-01,96516.5688061178,90866.85779529123,102166.27981694436
0601023ANAAABAB,2024-09-01,95655.19564836546,92863.41071976541,98446.98057696552
0601023ANAAABAB,2024-10-01,96026.64716313693,93218.30952971891,98834.98479655496
0601023ANAAABAB,2024-11-01,98573.19078277513,95614.99185049794,101531.38971505231
0601023ANAAABAB,2024-12-01,100635.24973945756,97177.61619938735,104092.88327952777
0601023ANAAABAB,2025-01-01,101539.61142326028,98018.19254108013,105061.03030544044
0601023ANAAABAB,2025-02-01,97417.20710175131,93704.20798944992,101130.2062140527
0601023ANAAABAB,2025-03-01,104520.08405125313,100564.92405871097,108475.24404379529
0601023AQBBABAB,2024-09-01,1496.1383537505437,822.0149863412032,2170.2617211598845
0601023AQBBABAB,2024-10-01,1496.1383537505437,671.8654908899351,2320.411216611152
0601023AQBBABAB,2024-11-01,1496.1383537505437,545.1340475512823,2447.1426599498054
0601023AQBBABAB,2024-12-01,1496.1383537505437,433.40949445921297,2558.8672130418745
0601023AQBBABAB,2025-01-01,1496.1383537505437,332.3617143855113,2659.914993115576
0601023AQBBABAB,2025-02-01,1496.1383537505437,239.41264609080008,2752.8640614102874
0601023AQBBABAB,2025-03-01,1496.1383537505437,152.88002332634755,2839.3966841747397
0601023AWBBACAC,2024-09-01,1039.0736740312275,791.9066379867235,1286.2407100757316
0601023AWBBACAC,2024-10-01,1029.9207514937489,765.5909971082624,1294.2505058792353
0601023AWBBACAC,2024-11-01,1061.3569966518442,770.3444753403991,1352.3695179632891
0601023AWBBACAC,2024-12-01,1070.0811023355961,768.5819833771438,1371.5802212940484
0601023AWBBACAC,2025-01-01,1084.3532031073314,774.2970665256279,1394.4093396890348
0601023AWBBACAC,2025-02-01,1092.8063687131907,777.9244107811558,1407.6883266452257
0601023AWBBACAC,2025-03-01,1100.988878348854,782.7574618562228,1419.2202948414854
0601023X0AAAAAA,2024-09-01,56517.352954354275,52229.28215428113,60805.42375442742
0601023X0AAAAAA,2024-10-01,57019.30469758384,52417.034823480455,61621.57457168722
0601023X0AAAAAA,2024-11-01,56697.80139303567,51769.53163975015,61626.071146321185
0601023X0AAAAAA,2024-12-01,56376.2980884875,51142.29412133022,61610.30205564478
0601023X0AAAAAA,2025-01-01,56054.79478393933,50531.95563226313,61577.63393561553
0601023X0AAAAAA,2025-02-01,55733.29147939116,49935.989774084046,61530.59318469828
0601023X0AAAAAA,2025-03-01,55411.78817484299,49352.443174809894,61471.13317487609
0602010V0AABWBW,2024-09-01,763747.9354358917,742462.444923291,785033.4259484925
0602010V0AABWBW,2024-10-01,769496.8103130674,744735.4357939988,794258.184832136
0602010V0AABWBW,2024-11-01,776903.970031308,750269.6687873321,803538.2712752839
0602010V0AABWBW,2024-12-01,786536.1389556432,756957.1078169881,816115.1700942982
0602010V0AABWBW,2025-01-01,777808.4715228123,748229.4403841572,807387.5026614673
0602010V0AABWBW,2025-02-01,720410.62558858,690831.594449925,749989.6567272351
0602010V0AABWBW,2025-03-01,786228.2970036663,756649.2658650113,815807.3281423213
0602010V0AABXBX,2024-09-01,771805.6207281073,753331.9813739692,790279.2600822453
0602010V0AABXBX,2024-10-01,775163.6932767987,752305.8528886825,798021.5336649149
0602010V0AABXBX,2024-11-01,786506.0967047333,762864.4221189838,810147.7712904828
0602010V0AABXBX,2024-12-01,791501.2206847705,766047.8236613327,816954.6177082083
0602010V0AABXBX,2025-01-01,784664.7148206651,759211.3177972273,810118.1118441029
0602010V0AABXBX,2025-02-01,721474.6529093536,696021.2558859158,746928.0499327914
0602010V0AABXBX,2025-03-01,793350.4925352654,767897.0955118276,818803.8895587032
0602010V0AABZBZ,2024-09-01,934112.417552829,908748.7753263748,959476.0597792832
0602010V0AABZBZ,2024-10-01,951502.8780282134,921913.7134059983,981092.0426504285
0602010V0AABZBZ,2024-11-01,956259.3608237611,926028.5545943108,986490.1670532114
0602010V0AABZBZ,2024-12-01,960251.4932258257,926695.4814952015,993807.50495645
0602010V0AABZBZ,2025-01-01,963748.1506088043,929906.7763751919,997589.5248424168
0602010V0AABZBZ,2025-02-01,893711.3743816356,859345.4040840646,928077.3446792065
0602010V0AABZBZ,2025-03-01,970741.7348045169,935595.2705120224,1005888.1990970114
0604011L0BHABAX,2024-09-01,47287.696543274455,43115.536977328404,51459.856109220505
0604011L0BHABAX,2024-10-01,47984.94723804257,43386.04629229694,52583.84818378821
0604011L0BHABAX,2024-11-01,48682.19793281069,43692.92299812879,53671.47286749259
0604011L0BHABAX,2024-12-01,49379.44862757881,44028.20215232559,54730.695102832025
0604011L0BHABAX,2025-01-01,50076.699322346925,44386.4608999278,55766.93774476605
0604011L0BHABAX,2025-02-01,50773.95001711504,44763.80960535761,56784.09042887248
0604011L0BHABAX,2025-03-01,51471.20071188317,45157.3459278305,57785.055495935834
0704010U0AAAAAA,2024-09-01,662473.5328354925,643276.3018082237,681670.7638627613
0704010U0AAAAAA,2024-10-01,666273.3419577014,644657.9142229593,687888.7696924434
0704010U0AAAAAA,2024-11-01,686049.7678813584,664220.1274072507,707879.4083554661
0704010U0AAAAAA,2024-12-01,686995.2670949998,664102.7235192654,709887.8106707342
0704010U0AAAAAA,2025-01-01,690744.331702549,667784.6897651815,713703.9736399165
0704010U0AAAAAA,2025-02-01,654619.846845785,631596.8774202128,677642.8162713572
0704010U0AAAAAA,2025-03-01,703645.0377365715,680505.8943072498,726784.1811658932
0704020AEAAABAB,2024-09-01,106230.40423439359,102469.39816245271,109991.41030633447
0704020AEAAABAB,2024-10-01,108498.04231512651,104650.48552555243,112345.5991047006
0704020AEAAABAB,2024-11-01,112528.60151852171,108531.43230479982,116525.7707322436
0704020AEAAABAB,2024-12-01,115295.52214203835,110596.26222542845,119994.78205864824
0704020AEAAABAB,2025-01-01,112961.24055605219,108102.35372087467,117820.1273912297
0704020AEAAABAB,2025-02-01,110184.60283727721,105113.62322243972,115255.5824521147
0704020AEAAABAB,2025-03-01,116778.75434068861,111344.8666980401,122212.64198333712
0803042W0BBAAAA,2024-09-01,750.0043796783325,681.6785341054906,818.3302252511744
0803042W0BBAAAA,2024-10-01,720.3481726276544,651.7033873157363,788.9929579395725
0803042W0BBAAAA,2024-11-01,744.3623468659443,669.8084716574382,818.9162220744505
0803042W0BBAAAA,2024-12-01,750.1099723551536,674.0650996965157,826.1548450137914
0803042W0BBAAAA,2025-01-01,755.8575978443628,678.350404586373,833.3647911023526
0803042W0BBAAAA,2025-02-01,761.605223333572,682.6627926907655,840.5476539763785
0803042W0BBAAAA,2025-03-01,767.3528488227812,687.0008127262563,847.7048849193061
0901020G0AAAGAG,2024-09-01,737728.4829713367,687217.0341834961,788239.9317591772
0901020G0AAAGAG,2024-10-01,735804.7487752213,683592.1164722058,788017.3810782367
0901020G0AAAGAG,2024-11-01,732730.6986747299,676511.4413547436,788949.9559947163
0901020G0AAAGAG,2024-12-01,730178.1005799936,671354.9641715344,789001.2369884527
0901020G0AAAGAG,2025-01-01,728058.5004367785,667505.1378273705,788611.8630461865
0901020G0AAAGAG,2025-02-01,726298.4486775999,664580.3178698982,788016.5794853016
0901020G0AAAGAG,2025-03-01,724836.9550063031,662328.3410520268,787345.5689605795
0906040G0DGAADI,2024-09-01,529038.4395289415,514485.2977080213,543591.5813498617
0906040G0DGAADI,2024-10-01,528657.2796563191,513408.7666915244,543905.7926211137
0906040G0DGAADI,2024-11-01,546226.5297065849,530214.561927251,562238.4974859187
0906040G0DGAADI,2024-12-01,545311.2948887929,527191.0043878704,563431.5853897154
0906040G0DGAADI,2025-01-01,548649.5352676683,528641.8681495553,568657.2023857813
0906040G0DGAADI,2025-02-01,519762.34884415066,498030.6080215515,541494.0896667498
0906040G0DGAADI,2025-03-01,559597.1825977304,536268.4369209474,582925.9282745135
0913011V0BCAAAC,2024-09-01,5469930.33729637,5051181.899993428,5888678.774599313
0913011V0BCAAAC,2024-10-01,5254736.576157429,4806607.884208113,5702865.268106746
0913011V0BCAAAC,2024-11-01,5564590.822429565,5013948.899226715,6115232.745632415
0913011V0BCAAAC,2024-12-01,5549499.492693686,4956268.965444195,6142730.019943177
0913011V0BCAAAC,2025-01-01,5735512.873149595,5078602.806999587,6392422.939299603
0913011V0BCAAAC,2025-02-01,5797065.090114158,5096258.3299096655,6497871.85031865
0913011V0BCAAAC,2025-03-01,5935644.74817071,5185463.553606867,6685825.9427345535
1404000H0AAAFAF,2024-09-01,10974.852671435438,5399.9442331064,16549.761109764477
1404000H0AAAFAF,2024-10-01,13525.998789642399,5115.43159031625,21936.56598896855
1404000H0AAAFAF,2024-11-01,16184.513231304521,6933.744864255439,25435.281598353606
1404000H0AAAFAF,2024-12-01,9816.699172120312,26.08588750918534,19607.312456731437
1404000H0AAAFAF,2025-01-01,2595.4772369531324,-8072.253933338237,13263.208407244503
1404000H0AAAFAF,2025-02-01,1839.0087652675666,-9803.640639023855,13481.658169558988
1404000H0AAAFAF,2025-03-01,1337.4732667165067,-11056.680948896696,13731.627482329708
1404000H0AAANAN,2024-09-01,37265.72956744979,25697.794018943478,48833.6651159561
1404000H0AAANAN,2024-10-01,29108.357416209205,12748.826074853734,45467.88875756467
1404000H0AAANAN,2024-11-01,20715.399485702357,679.1473770072771,40751.65159439744
1404000H0AAANAN,2024-12-01,15077.244741670955,-8058.626355341665,38213.115838683574
1404000H0AAANAN,2025-01-01,5925.103725733678,-19941.586520062745,31791.793971530104
1404000H0AAANAN,2025-02-01,3732.48624005696,-24603.05323118614,32068.025711300063
1404000H0AAANAN,2025-03-01,3222.0554976010353,-27383.825146170217,33827.93614137229
21480000101,2024-09-01,13869.336388244108,13115.688070919665,14622.984705568551
21480000101,2024-10-01,14034.594380668863,13273.66702343912,14795.521737898605
21480000101,2024-11-01,14355.167905558576,13554.928273572603,15155.407537544548
21480000101,2024-12-01,14611.937428707868,13805.117848512142,15418.757008903594
21480000101,2025-01-01,14894.917792289427,14071.924367994101,15717.911216584753
21480000101,2025-02-01,15167.130678323721,14332.663226100936,16001.598130546507
21480000101,2025-03-01,15443.766870548081,14596.28513312453,16291.248607971633
